"","GEOID","NAME","label","estimate","measure_type"
"1629","4827870","Lockhart Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",995,"total_private_public"
"1630","4827870","Lockhart Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",199,"total_private_public"
"1631","4827870","Lockhart Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",1019,"total_private_public"
"1632","4827870","Lockhart Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",157,"total_private_public"
"1633","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",1299,"total_private_public"
"1634","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",126,"total_private_public"
"1635","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",985,"total_private_public"
"1636","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",221,"total_private_public"
"1637","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",201,"total_private_public"
"1638","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",187,"total_private_public"
"1639","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",376,"total_private_public"
"1640","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",188,"total_private_public"
"1641","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",0,"total_private_public"
"1642","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",188,"total_private_public"
"1643","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",99,"total_private_public"
"1644","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",89,"total_private_public"
"1645","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",195,"total_private_public"
"1646","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",45,"total_private_public"
"1647","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",487,"total_private_public"
"1648","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",487,"total_private_public"
"1649","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",268,"total_private_public"
"1650","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",268,"total_private_public"
"1651","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 15 to 17",305,"total_private_public"
"1652","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",242,"total_private_public"
"1653","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",193,"total_private_public"
"1654","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",84,"total_private_public"
"1655","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",493,"total_private_public"
"1656","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",88,"total_private_public"
"1657","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",1110,"total_private_public"
"1658","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",27,"total_private_public"
"1659","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 35 years and over",4433,"total_private_public"
"1660","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",58,"total_private_public"
"1661","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",686,"total_private_public"
"1662","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",133,"total_private_public"
"1663","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",280,"total_private_public"
"1664","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",92,"total_private_public"
"1665","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",406,"total_private_public"
"1666","4828590","Luling Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",41,"total_private_public"
"1667","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",15292,"total_private_public"
"1668","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",1481,"total_private_public"
"1669","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",11073,"total_private_public"
"1670","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",1211,"total_private_public"
"1671","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",3598,"total_private_public"
"1672","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",3309,"total_private_public"
"1673","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",2955,"total_private_public"
"1674","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",2003,"total_private_public"
"1675","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",735,"total_private_public"
"1676","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",2738,"total_private_public"
"1677","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",1224,"total_private_public"
"1678","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",1514,"total_private_public"
"1679","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",1950,"total_private_public"
"1680","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",990,"total_private_public"
"1681","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",5029,"total_private_public"
"1682","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",4909,"total_private_public"
"1683","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",4094,"total_private_public"
"1684","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",4022,"total_private_public"
"1685","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 15 to 17",2111,"total_private_public"
"1686","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",1981,"total_private_public"
"1687","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",1113,"total_private_public"
"1688","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",777,"total_private_public"
"1689","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",2902,"total_private_public"
"1690","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",904,"total_private_public"
"1691","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",10403,"total_private_public"
"1692","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",927,"total_private_public"
"1693","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 35 years and over",23540,"total_private_public"
"1694","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",782,"total_private_public"
"1695","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",4015,"total_private_public"
"1696","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",1051,"total_private_public"
"1697","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",2094,"total_private_public"
"1698","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",432,"total_private_public"
"1699","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",1921,"total_private_public"
"1700","4828890","Manor Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",619,"total_private_public"
"1701","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",367,"total_private_public"
"1702","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",23,"total_private_public"
"1703","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",288,"total_private_public"
"1704","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",19,"total_private_public"
"1705","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",109,"total_private_public"
"1706","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",93,"total_private_public"
"1707","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",67,"total_private_public"
"1708","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",41,"total_private_public"
"1709","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",15,"total_private_public"
"1710","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",56,"total_private_public"
"1711","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",33,"total_private_public"
"1712","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",23,"total_private_public"
"1713","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",27,"total_private_public"
"1714","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",23,"total_private_public"
"1715","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",128,"total_private_public"
"1716","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",124,"total_private_public"
"1717","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",103,"total_private_public"
"1718","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",103,"total_private_public"
"1719","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 15 to 17",27,"total_private_public"
"1720","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",23,"total_private_public"
"1721","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",29,"total_private_public"
"1722","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",18,"total_private_public"
"1723","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",144,"total_private_public"
"1724","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",50,"total_private_public"
"1725","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",267,"total_private_public"
"1726","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",8,"total_private_public"
"1727","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 35 years and over",873,"total_private_public"
"1728","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",18,"total_private_public"
"1729","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",173,"total_private_public"
"1730","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",30,"total_private_public"
"1731","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",63,"total_private_public"
"1732","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",15,"total_private_public"
"1733","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",110,"total_private_public"
"1734","4829760","McDade Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",15,"total_private_public"
"1735","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",38003,"total_private_public"
"1736","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",2402,"total_private_public"
"1737","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",27550,"total_private_public"
"1738","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",1691,"total_private_public"
"1739","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",8207,"total_private_public"
"1740","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",9206,"total_private_public"
"1741","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",8446,"total_private_public"
"1742","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",6226,"total_private_public"
"1743","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",1825,"total_private_public"
"1744","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",8051,"total_private_public"
"1745","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",4037,"total_private_public"
"1746","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",4014,"total_private_public"
"1747","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",4331,"total_private_public"
"1748","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",1841,"total_private_public"
"1749","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",9710,"total_private_public"
"1750","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",9475,"total_private_public"
"1751","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",10831,"total_private_public"
"1752","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",10740,"total_private_public"
"1753","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 15 to 17",6384,"total_private_public"
"1754","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",6308,"total_private_public"
"1755","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",3081,"total_private_public"
"1756","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",2008,"total_private_public"
"1757","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",7157,"total_private_public"
"1758","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",2033,"total_private_public"
"1759","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",27314,"total_private_public"
"1760","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",2867,"total_private_public"
"1761","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 35 years and over",73423,"total_private_public"
"1762","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",2731,"total_private_public"
"1763","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",10238,"total_private_public"
"1764","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",2599,"total_private_public"
"1765","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",5358,"total_private_public"
"1766","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",1330,"total_private_public"
"1767","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",4880,"total_private_public"
"1768","4834830","Pflugerville Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",1269,"total_private_public"
"1769","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",228,"total_private_public"
"1770","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",13,"total_private_public"
"1771","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",189,"total_private_public"
"1772","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",15,"total_private_public"
"1773","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",70,"total_private_public"
"1774","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",51,"total_private_public"
"1775","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",53,"total_private_public"
"1776","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",24,"total_private_public"
"1777","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",2,"total_private_public"
"1778","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",26,"total_private_public"
"1779","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",10,"total_private_public"
"1780","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",16,"total_private_public"
"1781","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",34,"total_private_public"
"1782","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",13,"total_private_public"
"1783","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",80,"total_private_public"
"1784","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",80,"total_private_public"
"1785","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",72,"total_private_public"
"1786","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",72,"total_private_public"
"1787","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 15 to 17",37,"total_private_public"
"1788","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",37,"total_private_public"
"1789","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",10,"total_private_public"
"1790","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",5,"total_private_public"
"1791","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",101,"total_private_public"
"1792","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",14,"total_private_public"
"1793","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",124,"total_private_public"
"1794","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",0,"total_private_public"
"1795","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 35 years and over",785,"total_private_public"
"1796","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",7,"total_private_public"
"1797","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",111,"total_private_public"
"1798","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",19,"total_private_public"
"1799","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",84,"total_private_public"
"1800","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",5,"total_private_public"
"1801","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",27,"total_private_public"
"1802","4835700","Prairie Lea Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",14,"total_private_public"
"1803","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",76250,"total_private_public"
"1804","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",5835,"total_private_public"
"1805","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",54484,"total_private_public"
"1806","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",3384,"total_private_public"
"1807","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",17278,"total_private_public"
"1808","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",16879,"total_private_public"
"1809","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",16943,"total_private_public"
"1810","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",12594,"total_private_public"
"1811","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",3337,"total_private_public"
"1812","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",15931,"total_private_public"
"1813","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",7671,"total_private_public"
"1814","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",8260,"total_private_public"
"1815","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",7548,"total_private_public"
"1816","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",4694,"total_private_public"
"1817","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",20412,"total_private_public"
"1818","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",19667,"total_private_public"
"1819","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",21260,"total_private_public"
"1820","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",21084,"total_private_public"
"1821","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 15 to 17",12890,"total_private_public"
"1822","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",12623,"total_private_public"
"1823","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",6130,"total_private_public"
"1824","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",4087,"total_private_public"
"1825","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",15413,"total_private_public"
"1826","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",5237,"total_private_public"
"1827","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",44450,"total_private_public"
"1828","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",4311,"total_private_public"
"1829","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 35 years and over",142132,"total_private_public"
"1830","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",4547,"total_private_public"
"1831","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",21543,"total_private_public"
"1832","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",7162,"total_private_public"
"1833","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",11470,"total_private_public"
"1834","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",3696,"total_private_public"
"1835","4838080","Round Rock Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",10073,"total_private_public"
