"","GEOID","NAME","label","estimate","measure_type"
"1167","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",11,"total_private_public"
"1168","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",9,"total_private_public"
"1169","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",11,"total_private_public"
"1170","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",11,"total_private_public"
"1171","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",51,"total_private_public"
"1172","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",51,"total_private_public"
"1173","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",34,"total_private_public"
"1174","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",34,"total_private_public"
"1175","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 15 to 17",9,"total_private_public"
"1176","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",9,"total_private_public"
"1177","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",9,"total_private_public"
"1178","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",7,"total_private_public"
"1179","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",16,"total_private_public"
"1180","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",4,"total_private_public"
"1181","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",37,"total_private_public"
"1182","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",5,"total_private_public"
"1183","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 35 years and over",407,"total_private_public"
"1184","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",6,"total_private_public"
"1185","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",25,"total_private_public"
"1186","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",9,"total_private_public"
"1187","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",13,"total_private_public"
"1188","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",5,"total_private_public"
"1189","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",12,"total_private_public"
"1190","4815420","Coupland Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",4,"total_private_public"
"1191","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",23556,"total_private_public"
"1192","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",1382,"total_private_public"
"1193","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",14056,"total_private_public"
"1194","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",851,"total_private_public"
"1195","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",4412,"total_private_public"
"1196","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",4516,"total_private_public"
"1197","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",4277,"total_private_public"
"1198","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",6799,"total_private_public"
"1199","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",1319,"total_private_public"
"1200","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",8118,"total_private_public"
"1201","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",4622,"total_private_public"
"1202","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",3496,"total_private_public"
"1203","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",2277,"total_private_public"
"1204","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",1113,"total_private_public"
"1205","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",4537,"total_private_public"
"1206","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",4469,"total_private_public"
"1207","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",5656,"total_private_public"
"1208","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",5633,"total_private_public"
"1209","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 15 to 17",3602,"total_private_public"
"1210","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",3489,"total_private_public"
"1211","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",2152,"total_private_public"
"1212","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",1410,"total_private_public"
"1213","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",8951,"total_private_public"
"1214","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",4547,"total_private_public"
"1215","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",14791,"total_private_public"
"1216","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",2010,"total_private_public"
"1217","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 35 years and over",28923,"total_private_public"
"1218","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",885,"total_private_public"
"1219","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",11103,"total_private_public"
"1220","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",5400,"total_private_public"
"1221","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",6380,"total_private_public"
"1222","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",2984,"total_private_public"
"1223","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",4723,"total_private_public"
"1224","4816620","Del Valle Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",2416,"total_private_public"
"1225","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",10898,"total_private_public"
"1226","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",838,"total_private_public"
"1227","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",8383,"total_private_public"
"1228","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",480,"total_private_public"
"1229","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",2344,"total_private_public"
"1230","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",2694,"total_private_public"
"1231","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",2865,"total_private_public"
"1232","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",1120,"total_private_public"
"1233","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",557,"total_private_public"
"1234","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",1677,"total_private_public"
"1235","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",855,"total_private_public"
"1236","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",822,"total_private_public"
"1237","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",873,"total_private_public"
"1238","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",727,"total_private_public"
"1239","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",2744,"total_private_public"
"1240","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",2661,"total_private_public"
"1241","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",3402,"total_private_public"
"1242","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",3369,"total_private_public"
"1243","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 15 to 17",2100,"total_private_public"
"1244","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",2095,"total_private_public"
"1245","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",629,"total_private_public"
"1246","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",606,"total_private_public"
"1247","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",969,"total_private_public"
"1248","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",423,"total_private_public"
"1249","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",3414,"total_private_public"
"1250","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",505,"total_private_public"
"1251","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 35 years and over",22322,"total_private_public"
"1252","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",512,"total_private_public"
"1253","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",1598,"total_private_public"
"1254","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",670,"total_private_public"
"1255","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",814,"total_private_public"
"1256","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",327,"total_private_public"
"1257","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",784,"total_private_public"
"1258","4817760","Eanes Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",343,"total_private_public"
"1259","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",5860,"total_private_public"
"1260","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",302,"total_private_public"
"1261","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",4703,"total_private_public"
"1262","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",324,"total_private_public"
"1263","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",1241,"total_private_public"
"1264","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",1628,"total_private_public"
"1265","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",1510,"total_private_public"
"1266","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",651,"total_private_public"
"1267","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",204,"total_private_public"
"1268","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",855,"total_private_public"
"1269","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",489,"total_private_public"
"1270","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",366,"total_private_public"
"1271","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",595,"total_private_public"
"1272","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",302,"total_private_public"
"1273","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",1431,"total_private_public"
"1274","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",1377,"total_private_public"
"1275","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",1923,"total_private_public"
"1276","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",1923,"total_private_public"
"1277","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 15 to 17",1132,"total_private_public"
"1278","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",1132,"total_private_public"
"1279","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",333,"total_private_public"
"1280","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",253,"total_private_public"
"1281","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",1223,"total_private_public"
"1282","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",346,"total_private_public"
"1283","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",2693,"total_private_public"
"1284","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",289,"total_private_public"
"1285","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 35 years and over",11743,"total_private_public"
"1286","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",238,"total_private_public"
"1287","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",1556,"total_private_public"
"1288","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",328,"total_private_public"
"1289","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",946,"total_private_public"
"1290","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",170,"total_private_public"
"1291","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",610,"total_private_public"
"1292","4818360","Elgin Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",158,"total_private_public"
"1293","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",855,"total_private_public"
"1294","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",24,"total_private_public"
"1295","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",705,"total_private_public"
"1296","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",92,"total_private_public"
"1297","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",167,"total_private_public"
"1298","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",263,"total_private_public"
"1299","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",183,"total_private_public"
"1300","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",114,"total_private_public"
"1301","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",12,"total_private_public"
"1302","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",126,"total_private_public"
"1303","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",45,"total_private_public"
"1304","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",81,"total_private_public"
"1305","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",158,"total_private_public"
"1306","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",24,"total_private_public"
"1307","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",254,"total_private_public"
"1308","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",250,"total_private_public"
"1309","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",269,"total_private_public"
"1310","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",262,"total_private_public"
"1311","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 15 to 17",167,"total_private_public"
"1312","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",167,"total_private_public"
"1313","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",90,"total_private_public"
"1314","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",40,"total_private_public"
"1315","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",157,"total_private_public"
"1316","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",65,"total_private_public"
"1317","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",552,"total_private_public"
"1318","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",35,"total_private_public"
"1319","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 35 years and over",2142,"total_private_public"
"1320","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",12,"total_private_public"
"1321","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",247,"total_private_public"
"1322","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",79,"total_private_public"
"1323","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",118,"total_private_public"
"1324","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",35,"total_private_public"
"1325","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",129,"total_private_public"
"1326","4819320","Florence Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",44,"total_private_public"
"1327","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",19648,"total_private_public"
"1328","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",1176,"total_private_public"
"1329","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",13656,"total_private_public"
"1330","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",1202,"total_private_public"
"1331","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",3735,"total_private_public"
"1332","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",4383,"total_private_public"
"1333","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",4336,"total_private_public"
"1334","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",4031,"total_private_public"
"1335","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",785,"total_private_public"
"1336","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",4816,"total_private_public"
"1337","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",1911,"total_private_public"
"1338","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",2905,"total_private_public"
"1339","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",2417,"total_private_public"
"1340","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",1046,"total_private_public"
"1341","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",4820,"total_private_public"
"1342","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",4624,"total_private_public"
"1343","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years",5300,"total_private_public"
"1344","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",5256,"total_private_public"
"1345","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 15 to 17",3139,"total_private_public"
"1346","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 15 to 17!!15 to 17 year olds enrolled in school",2938,"total_private_public"
"1347","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years",2625,"total_private_public"
"1348","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",2022,"total_private_public"
"1349","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years",4950,"total_private_public"
"1350","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",2302,"total_private_public"
"1351","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years",9175,"total_private_public"
"1352","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",496,"total_private_public"
"1353","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 35 years and over",54104,"total_private_public"
"1354","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 35 years and over!!35 years and over enrolled in school",964,"total_private_public"
"1355","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years",7575,"total_private_public"
"1356","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Enrolled in college or graduate school",3380,"total_private_public"
"1357","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years",3523,"total_private_public"
"1358","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school",1319,"total_private_public"
"1359","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years",4052,"total_private_public"
"1360","4820600","Georgetown Independent School District, Texas","Estimate!!Total!!Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school",2061,"total_private_public"
"1361","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school",250,"total_private_public"
"1362","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Nursery school, preschool",19,"total_private_public"
"1363","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",185,"total_private_public"
"1364","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten",4,"total_private_public"
"1365","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4",39,"total_private_public"
"1366","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8",79,"total_private_public"
"1367","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12",63,"total_private_public"
"1368","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!College, undergraduate",42,"total_private_public"
"1369","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 years and over enrolled in school!!Graduate, professional school",4,"total_private_public"
"1370","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school",46,"total_private_public"
"1371","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",16,"total_private_public"
"1372","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",30,"total_private_public"
"1373","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years",27,"total_private_public"
"1374","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",4,"total_private_public"
"1375","4821590","Granger Independent School District, Texas","Estimate!!Total!!Population 5 to 9 years",60,"total_private_public"
