"","GEOID","age","estimate"
"11259","484530023074","5 to 9 years",109
"11260","484530023074","50 to 54 years",32
"11261","484530023074","55 to 59 years",55
"11262","484530023074","60 and 61 years",0
"11263","484530023074","62 to 64 years",23
"11264","484530023074","65 and 66 years",44
"11265","484530023074","67 to 69 years",38
"11266","484530023074","70 to 74 years",20
"11267","484530023074","75 to 79 years",0
"11268","484530023074","80 to 84 years",32
"11269","484530023074","85 years and over",0
"11270","484530023074","Under 5 years",135
"11271","484530023081","10 to 14 years",0
"11272","484530023081","15 to 17 years",17
"11273","484530023081","18 and 19 years",0
"11274","484530023081","20 years",0
"11275","484530023081","21 years",0
"11276","484530023081","22 to 24 years",0
"11277","484530023081","25 to 29 years",220
"11278","484530023081","30 to 34 years",251
"11279","484530023081","35 to 39 years",216
"11280","484530023081","40 to 44 years",94
"11281","484530023081","45 to 49 years",59
"11282","484530023081","5 to 9 years",0
"11283","484530023081","50 to 54 years",62
"11284","484530023081","55 to 59 years",14
"11285","484530023081","60 and 61 years",0
"11286","484530023081","62 to 64 years",15
"11287","484530023081","65 and 66 years",26
"11288","484530023081","67 to 69 years",40
"11289","484530023081","70 to 74 years",26
"11290","484530023081","75 to 79 years",15
"11291","484530023081","80 to 84 years",0
"11292","484530023081","85 years and over",9
"11293","484530023081","Under 5 years",133
"11294","484530023082","10 to 14 years",38
"11295","484530023082","15 to 17 years",19
"11296","484530023082","18 and 19 years",11
"11297","484530023082","20 years",0
"11298","484530023082","21 years",0
"11299","484530023082","22 to 24 years",0
"11300","484530023082","25 to 29 years",240
"11301","484530023082","30 to 34 years",343
"11302","484530023082","35 to 39 years",15
"11303","484530023082","40 to 44 years",135
"11304","484530023082","45 to 49 years",44
"11305","484530023082","5 to 9 years",20
"11306","484530023082","50 to 54 years",47
"11307","484530023082","55 to 59 years",0
"11308","484530023082","60 and 61 years",33
"11309","484530023082","62 to 64 years",36
"11310","484530023082","65 and 66 years",59
"11311","484530023082","67 to 69 years",18
"11312","484530023082","70 to 74 years",15
"11313","484530023082","75 to 79 years",10
"11314","484530023082","80 to 84 years",0
"11315","484530023082","85 years and over",25
"11316","484530023082","Under 5 years",75
"11317","484530023083","10 to 14 years",10
"11318","484530023083","15 to 17 years",32
"11319","484530023083","18 and 19 years",667
"11320","484530023083","20 years",231
"11321","484530023083","21 years",116
"11322","484530023083","22 to 24 years",237
"11323","484530023083","25 to 29 years",268
"11324","484530023083","30 to 34 years",16
"11325","484530023083","35 to 39 years",47
"11326","484530023083","40 to 44 years",0
"11327","484530023083","45 to 49 years",41
"11328","484530023083","5 to 9 years",0
"11329","484530023083","50 to 54 years",3
"11330","484530023083","55 to 59 years",105
"11331","484530023083","60 and 61 years",16
"11332","484530023083","62 to 64 years",68
"11333","484530023083","65 and 66 years",0
"11334","484530023083","67 to 69 years",37
"11335","484530023083","70 to 74 years",15
"11336","484530023083","75 to 79 years",33
"11337","484530023083","80 to 84 years",3
"11338","484530023083","85 years and over",22
"11339","484530023083","Under 5 years",0
"11340","484530023084","10 to 14 years",44
"11341","484530023084","15 to 17 years",45
"11342","484530023084","18 and 19 years",0
"11343","484530023084","20 years",28
"11344","484530023084","21 years",33
"11345","484530023084","22 to 24 years",122
"11346","484530023084","25 to 29 years",589
"11347","484530023084","30 to 34 years",329
"11348","484530023084","35 to 39 years",240
"11349","484530023084","40 to 44 years",87
"11350","484530023084","45 to 49 years",85
"11351","484530023084","5 to 9 years",259
"11352","484530023084","50 to 54 years",83
"11353","484530023084","55 to 59 years",37
"11354","484530023084","60 and 61 years",0
"11355","484530023084","62 to 64 years",0
"11356","484530023084","65 and 66 years",0
"11357","484530023084","67 to 69 years",0
"11358","484530023084","70 to 74 years",24
"11359","484530023084","75 to 79 years",15
"11360","484530023084","80 to 84 years",0
"11361","484530023084","85 years and over",24
"11362","484530023084","Under 5 years",222
"11363","484530023101","10 to 14 years",77
"11364","484530023101","15 to 17 years",41
"11365","484530023101","18 and 19 years",0
"11366","484530023101","20 years",3
"11367","484530023101","21 years",15
"11368","484530023101","22 to 24 years",30
"11369","484530023101","25 to 29 years",40
"11370","484530023101","30 to 34 years",64
"11371","484530023101","35 to 39 years",63
"11372","484530023101","40 to 44 years",42
"11373","484530023101","45 to 49 years",40
"11374","484530023101","5 to 9 years",68
"11375","484530023101","50 to 54 years",47
"11376","484530023101","55 to 59 years",66
"11377","484530023101","60 and 61 years",24
"11378","484530023101","62 to 64 years",20
"11379","484530023101","65 and 66 years",5
"11380","484530023101","67 to 69 years",31
"11381","484530023101","70 to 74 years",0
"11382","484530023101","75 to 79 years",0
"11383","484530023101","80 to 84 years",6
"11384","484530023101","85 years and over",0
"11385","484530023101","Under 5 years",49
"11386","484530023102","10 to 14 years",253
"11387","484530023102","15 to 17 years",188
"11388","484530023102","18 and 19 years",120
"11389","484530023102","20 years",33
"11390","484530023102","21 years",23
"11391","484530023102","22 to 24 years",90
"11392","484530023102","25 to 29 years",190
"11393","484530023102","30 to 34 years",202
"11394","484530023102","35 to 39 years",167
"11395","484530023102","40 to 44 years",208
"11396","484530023102","45 to 49 years",57
"11397","484530023102","5 to 9 years",302
"11398","484530023102","50 to 54 years",82
"11399","484530023102","55 to 59 years",77
"11400","484530023102","60 and 61 years",38
"11401","484530023102","62 to 64 years",57
"11402","484530023102","65 and 66 years",15
"11403","484530023102","67 to 69 years",26
"11404","484530023102","70 to 74 years",40
"11405","484530023102","75 to 79 years",15
"11406","484530023102","80 to 84 years",28
"11407","484530023102","85 years and over",5
"11408","484530023102","Under 5 years",200
"11409","484530023121","10 to 14 years",40
"11410","484530023121","15 to 17 years",27
"11411","484530023121","18 and 19 years",37
"11412","484530023121","20 years",0
"11413","484530023121","21 years",15
"11414","484530023121","22 to 24 years",15
"11415","484530023121","25 to 29 years",68
"11416","484530023121","30 to 34 years",117
"11417","484530023121","35 to 39 years",66
"11418","484530023121","40 to 44 years",160
"11419","484530023121","45 to 49 years",141
"11420","484530023121","5 to 9 years",56
"11421","484530023121","50 to 54 years",71
"11422","484530023121","55 to 59 years",110
"11423","484530023121","60 and 61 years",17
"11424","484530023121","62 to 64 years",18
"11425","484530023121","65 and 66 years",29
"11426","484530023121","67 to 69 years",84
"11427","484530023121","70 to 74 years",73
"11428","484530023121","75 to 79 years",15
"11429","484530023121","80 to 84 years",39
"11430","484530023121","85 years and over",48
"11431","484530023121","Under 5 years",69
"11432","484530023122","10 to 14 years",334
"11433","484530023122","15 to 17 years",77
"11434","484530023122","18 and 19 years",46
"11435","484530023122","20 years",36
"11436","484530023122","21 years",107
"11437","484530023122","22 to 24 years",186
"11438","484530023122","25 to 29 years",317
"11439","484530023122","30 to 34 years",516
"11440","484530023122","35 to 39 years",138
"11441","484530023122","40 to 44 years",189
"11442","484530023122","45 to 49 years",142
"11443","484530023122","5 to 9 years",206
"11444","484530023122","50 to 54 years",194
"11445","484530023122","55 to 59 years",157
"11446","484530023122","60 and 61 years",13
"11447","484530023122","62 to 64 years",0
"11448","484530023122","65 and 66 years",15
"11449","484530023122","67 to 69 years",67
"11450","484530023122","70 to 74 years",0
"11451","484530023122","75 to 79 years",107
"11452","484530023122","80 to 84 years",0
"11453","484530023122","85 years and over",0
"11454","484530023122","Under 5 years",520
"11455","484530023123","10 to 14 years",329
"11456","484530023123","15 to 17 years",203
"11457","484530023123","18 and 19 years",64
"11458","484530023123","20 years",71
"11459","484530023123","21 years",92
"11460","484530023123","22 to 24 years",244
"11461","484530023123","25 to 29 years",466
"11462","484530023123","30 to 34 years",283
"11463","484530023123","35 to 39 years",164
"11464","484530023123","40 to 44 years",368
"11465","484530023123","45 to 49 years",269
"11466","484530023123","5 to 9 years",300
"11467","484530023123","50 to 54 years",110
"11468","484530023123","55 to 59 years",109
"11469","484530023123","60 and 61 years",21
"11470","484530023123","62 to 64 years",0
"11471","484530023123","65 and 66 years",43
"11472","484530023123","67 to 69 years",0
"11473","484530023123","70 to 74 years",86
"11474","484530023123","75 to 79 years",0
"11475","484530023123","80 to 84 years",4
"11476","484530023123","85 years and over",22
"11477","484530023123","Under 5 years",450
"11478","484530023131","10 to 14 years",44
"11479","484530023131","15 to 17 years",62
"11480","484530023131","18 and 19 years",34
"11481","484530023131","20 years",27
"11482","484530023131","21 years",64
"11483","484530023131","22 to 24 years",147
"11484","484530023131","25 to 29 years",455
"11485","484530023131","30 to 34 years",417
"11486","484530023131","35 to 39 years",120
"11487","484530023131","40 to 44 years",88
"11488","484530023131","45 to 49 years",86
"11489","484530023131","5 to 9 years",81
"11490","484530023131","50 to 54 years",141
"11491","484530023131","55 to 59 years",75
"11492","484530023131","60 and 61 years",33
"11493","484530023131","62 to 64 years",67
"11494","484530023131","65 and 66 years",0
"11495","484530023131","67 to 69 years",46
"11496","484530023131","70 to 74 years",19
"11497","484530023131","75 to 79 years",18
"11498","484530023131","80 to 84 years",8
"11499","484530023131","85 years and over",0
"11500","484530023131","Under 5 years",214
"11501","484530023132","10 to 14 years",237
"11502","484530023132","15 to 17 years",56
"11503","484530023132","18 and 19 years",91
"11504","484530023132","20 years",0
"11505","484530023132","21 years",46
"11506","484530023132","22 to 24 years",111
"11507","484530023132","25 to 29 years",243
"11508","484530023132","30 to 34 years",201
"11509","484530023132","35 to 39 years",198
"11510","484530023132","40 to 44 years",106
"11511","484530023132","45 to 49 years",110
"11512","484530023132","5 to 9 years",153
"11513","484530023132","50 to 54 years",92
"11514","484530023132","55 to 59 years",128
"11515","484530023132","60 and 61 years",90
"11516","484530023132","62 to 64 years",27
"11517","484530023132","65 and 66 years",27
"11518","484530023132","67 to 69 years",25
"11519","484530023132","70 to 74 years",0
"11520","484530023132","75 to 79 years",8
"11521","484530023132","80 to 84 years",0
"11522","484530023132","85 years and over",0
"11523","484530023132","Under 5 years",365
"11524","484530023141","10 to 14 years",0
"11525","484530023141","15 to 17 years",13
"11526","484530023141","18 and 19 years",9
"11527","484530023141","20 years",0
"11528","484530023141","21 years",9
"11529","484530023141","22 to 24 years",23
"11530","484530023141","25 to 29 years",233
"11531","484530023141","30 to 34 years",40
"11532","484530023141","35 to 39 years",79
"11533","484530023141","40 to 44 years",0
"11534","484530023141","45 to 49 years",30
"11535","484530023141","5 to 9 years",152
"11536","484530023141","50 to 54 years",23
"11537","484530023141","55 to 59 years",61
"11538","484530023141","60 and 61 years",0
"11539","484530023141","62 to 64 years",28
"11540","484530023141","65 and 66 years",0
"11541","484530023141","67 to 69 years",0
"11542","484530023141","70 to 74 years",23
"11543","484530023141","75 to 79 years",0
"11544","484530023141","80 to 84 years",0
"11545","484530023141","85 years and over",0
"11546","484530023141","Under 5 years",50
"11547","484530023142","10 to 14 years",22
"11548","484530023142","15 to 17 years",22
"11549","484530023142","18 and 19 years",28
"11550","484530023142","20 years",0
"11551","484530023142","21 years",28
"11552","484530023142","22 to 24 years",196
"11553","484530023142","25 to 29 years",434
"11554","484530023142","30 to 34 years",285
"11555","484530023142","35 to 39 years",181
"11556","484530023142","40 to 44 years",31
"11557","484530023142","45 to 49 years",104
"11558","484530023142","5 to 9 years",2
"11559","484530023142","50 to 54 years",64
"11560","484530023142","55 to 59 years",3
"11561","484530023142","60 and 61 years",37
"11562","484530023142","62 to 64 years",20
"11563","484530023142","65 and 66 years",0
"11564","484530023142","67 to 69 years",49
"11565","484530023142","70 to 74 years",57
"11566","484530023142","75 to 79 years",0
"11567","484530023142","80 to 84 years",0
"11568","484530023142","85 years and over",0
"11569","484530023142","Under 5 years",69
"11570","484530023143","10 to 14 years",0
"11571","484530023143","15 to 17 years",0
"11572","484530023143","18 and 19 years",69
"11573","484530023143","20 years",15
"11574","484530023143","21 years",13
"11575","484530023143","22 to 24 years",154
"11576","484530023143","25 to 29 years",184
"11577","484530023143","30 to 34 years",56
"11578","484530023143","35 to 39 years",102
"11579","484530023143","40 to 44 years",15
"11580","484530023143","45 to 49 years",37
"11581","484530023143","5 to 9 years",14
"11582","484530023143","50 to 54 years",0
"11583","484530023143","55 to 59 years",53
"11584","484530023143","60 and 61 years",21
"11585","484530023143","62 to 64 years",14
"11586","484530023143","65 and 66 years",14
"11587","484530023143","67 to 69 years",0
"11588","484530023143","70 to 74 years",19
"11589","484530023143","75 to 79 years",0
"11590","484530023143","80 to 84 years",0
"11591","484530023143","85 years and over",23
"11592","484530023143","Under 5 years",56
"11593","484530023144","10 to 14 years",82
"11594","484530023144","15 to 17 years",89
"11595","484530023144","18 and 19 years",28
"11596","484530023144","20 years",76
"11597","484530023144","21 years",109
"11598","484530023144","22 to 24 years",323
"11599","484530023144","25 to 29 years",353
"11600","484530023144","30 to 34 years",180
"11601","484530023144","35 to 39 years",79
"11602","484530023144","40 to 44 years",91
"11603","484530023144","45 to 49 years",112
"11604","484530023144","5 to 9 years",101
"11605","484530023144","50 to 54 years",53
"11606","484530023144","55 to 59 years",105
"11607","484530023144","60 and 61 years",49
"11608","484530023144","62 to 64 years",35
"11609","484530023144","65 and 66 years",0
"11610","484530023144","67 to 69 years",0
"11611","484530023144","70 to 74 years",0
"11612","484530023144","75 to 79 years",0
"11613","484530023144","80 to 84 years",0
"11614","484530023144","85 years and over",0
"11615","484530023144","Under 5 years",99
"11616","484530023151","10 to 14 years",58
"11617","484530023151","15 to 17 years",43
"11618","484530023151","18 and 19 years",27
"11619","484530023151","20 years",0
"11620","484530023151","21 years",11
"11621","484530023151","22 to 24 years",46
"11622","484530023151","25 to 29 years",193
"11623","484530023151","30 to 34 years",185
"11624","484530023151","35 to 39 years",251
"11625","484530023151","40 to 44 years",111
"11626","484530023151","45 to 49 years",72
"11627","484530023151","5 to 9 years",70
"11628","484530023151","50 to 54 years",63
"11629","484530023151","55 to 59 years",81
"11630","484530023151","60 and 61 years",18
"11631","484530023151","62 to 64 years",12
"11632","484530023151","65 and 66 years",26
"11633","484530023151","67 to 69 years",12
"11634","484530023151","70 to 74 years",0
"11635","484530023151","75 to 79 years",0
"11636","484530023151","80 to 84 years",26
"11637","484530023151","85 years and over",0
"11638","484530023151","Under 5 years",25
"11639","484530023152","10 to 14 years",47
"11640","484530023152","15 to 17 years",21
"11641","484530023152","18 and 19 years",26
"11642","484530023152","20 years",65
"11643","484530023152","21 years",66
"11644","484530023152","22 to 24 years",171
"11645","484530023152","25 to 29 years",421
"11646","484530023152","30 to 34 years",268
"11647","484530023152","35 to 39 years",69
"11648","484530023152","40 to 44 years",64
"11649","484530023152","45 to 49 years",168
"11650","484530023152","5 to 9 years",45
"11651","484530023152","50 to 54 years",78
"11652","484530023152","55 to 59 years",41
"11653","484530023152","60 and 61 years",20
"11654","484530023152","62 to 64 years",20
"11655","484530023152","65 and 66 years",31
"11656","484530023152","67 to 69 years",0
"11657","484530023152","70 to 74 years",10
"11658","484530023152","75 to 79 years",0
"11659","484530023152","80 to 84 years",0
"11660","484530023152","85 years and over",0
"11661","484530023152","Under 5 years",77
"11662","484530023161","10 to 14 years",21
"11663","484530023161","15 to 17 years",0
"11664","484530023161","18 and 19 years",0
"11665","484530023161","20 years",28
"11666","484530023161","21 years",45
"11667","484530023161","22 to 24 years",129
"11668","484530023161","25 to 29 years",388
"11669","484530023161","30 to 34 years",221
"11670","484530023161","35 to 39 years",118
"11671","484530023161","40 to 44 years",152
"11672","484530023161","45 to 49 years",67
"11673","484530023161","5 to 9 years",59
"11674","484530023161","50 to 54 years",40
"11675","484530023161","55 to 59 years",112
"11676","484530023161","60 and 61 years",0
"11677","484530023161","62 to 64 years",27
"11678","484530023161","65 and 66 years",0
"11679","484530023161","67 to 69 years",0
"11680","484530023161","70 to 74 years",0
"11681","484530023161","75 to 79 years",0
"11682","484530023161","80 to 84 years",0
"11683","484530023161","85 years and over",0
"11684","484530023161","Under 5 years",97
"11685","484530023162","10 to 14 years",128
"11686","484530023162","15 to 17 years",143
"11687","484530023162","18 and 19 years",35
"11688","484530023162","20 years",19
"11689","484530023162","21 years",83
"11690","484530023162","22 to 24 years",167
"11691","484530023162","25 to 29 years",326
"11692","484530023162","30 to 34 years",277
"11693","484530023162","35 to 39 years",105
"11694","484530023162","40 to 44 years",57
"11695","484530023162","45 to 49 years",49
"11696","484530023162","5 to 9 years",157
"11697","484530023162","50 to 54 years",70
"11698","484530023162","55 to 59 years",24
"11699","484530023162","60 and 61 years",38
"11700","484530023162","62 to 64 years",0
"11701","484530023162","65 and 66 years",0
"11702","484530023162","67 to 69 years",14
"11703","484530023162","70 to 74 years",0
"11704","484530023162","75 to 79 years",0
"11705","484530023162","80 to 84 years",23
"11706","484530023162","85 years and over",0
"11707","484530023162","Under 5 years",214
"11708","484530023163","10 to 14 years",72
"11709","484530023163","15 to 17 years",11
"11710","484530023163","18 and 19 years",0
"11711","484530023163","20 years",26
"11712","484530023163","21 years",70
"11713","484530023163","22 to 24 years",234
"11714","484530023163","25 to 29 years",328
"11715","484530023163","30 to 34 years",238
"11716","484530023163","35 to 39 years",96
"11717","484530023163","40 to 44 years",165
"11718","484530023163","45 to 49 years",50
"11719","484530023163","5 to 9 years",73
"11720","484530023163","50 to 54 years",50
"11721","484530023163","55 to 59 years",0
"11722","484530023163","60 and 61 years",19
"11723","484530023163","62 to 64 years",0
"11724","484530023163","65 and 66 years",24
"11725","484530023163","67 to 69 years",0
"11726","484530023163","70 to 74 years",0
"11727","484530023163","75 to 79 years",0
"11728","484530023163","80 to 84 years",0
"11729","484530023163","85 years and over",0
"11730","484530023163","Under 5 years",60
"11731","484530023171","10 to 14 years",74
"11732","484530023171","15 to 17 years",122
"11733","484530023171","18 and 19 years",460
"11734","484530023171","20 years",545
"11735","484530023171","21 years",336
"11736","484530023171","22 to 24 years",1184
"11737","484530023171","25 to 29 years",948
"11738","484530023171","30 to 34 years",449
"11739","484530023171","35 to 39 years",196
"11740","484530023171","40 to 44 years",54
"11741","484530023171","45 to 49 years",44
"11742","484530023171","5 to 9 years",88
"11743","484530023171","50 to 54 years",99
"11744","484530023171","55 to 59 years",104
"11745","484530023171","60 and 61 years",0
"11746","484530023171","62 to 64 years",0
"11747","484530023171","65 and 66 years",0
"11748","484530023171","67 to 69 years",65
"11749","484530023171","70 to 74 years",53
"11750","484530023171","75 to 79 years",0
"11751","484530023171","80 to 84 years",0
"11752","484530023171","85 years and over",36
"11753","484530023171","Under 5 years",72
"11754","484530023172","10 to 14 years",0
"11755","484530023172","15 to 17 years",0
"11756","484530023172","18 and 19 years",110
"11757","484530023172","20 years",312
"11758","484530023172","21 years",245
"11759","484530023172","22 to 24 years",385
"11760","484530023172","25 to 29 years",85
"11761","484530023172","30 to 34 years",14
"11762","484530023172","35 to 39 years",0
"11763","484530023172","40 to 44 years",17
"11764","484530023172","45 to 49 years",0
"11765","484530023172","5 to 9 years",0
"11766","484530023172","50 to 54 years",63
"11767","484530023172","55 to 59 years",0
"11768","484530023172","60 and 61 years",0
"11769","484530023172","62 to 64 years",0
"11770","484530023172","65 and 66 years",0
"11771","484530023172","67 to 69 years",0
"11772","484530023172","70 to 74 years",0
"11773","484530023172","75 to 79 years",0
"11774","484530023172","80 to 84 years",0
"11775","484530023172","85 years and over",0
"11776","484530023172","Under 5 years",0
"11777","484530023181","10 to 14 years",417
"11778","484530023181","15 to 17 years",45
"11779","484530023181","18 and 19 years",133
"11780","484530023181","20 years",62
"11781","484530023181","21 years",636
"11782","484530023181","22 to 24 years",1126
"11783","484530023181","25 to 29 years",1356
"11784","484530023181","30 to 34 years",633
"11785","484530023181","35 to 39 years",139
"11786","484530023181","40 to 44 years",200
"11787","484530023181","45 to 49 years",203
"11788","484530023181","5 to 9 years",301
"11789","484530023181","50 to 54 years",109
"11790","484530023181","55 to 59 years",68
"11791","484530023181","60 and 61 years",0
"11792","484530023181","62 to 64 years",48
"11793","484530023181","65 and 66 years",64
"11794","484530023181","67 to 69 years",20
"11795","484530023181","70 to 74 years",0
"11796","484530023181","75 to 79 years",0
"11797","484530023181","80 to 84 years",0
"11798","484530023181","85 years and over",0
"11799","484530023181","Under 5 years",156
"11800","484530023182","10 to 14 years",216
"11801","484530023182","15 to 17 years",189
"11802","484530023182","18 and 19 years",44
"11803","484530023182","20 years",101
"11804","484530023182","21 years",85
"11805","484530023182","22 to 24 years",94
"11806","484530023182","25 to 29 years",183
"11807","484530023182","30 to 34 years",278
"11808","484530023182","35 to 39 years",180
"11809","484530023182","40 to 44 years",33
"11810","484530023182","45 to 49 years",366
"11811","484530023182","5 to 9 years",49
"11812","484530023182","50 to 54 years",373
"11813","484530023182","55 to 59 years",12
"11814","484530023182","60 and 61 years",10
"11815","484530023182","62 to 64 years",76
"11816","484530023182","65 and 66 years",0
"11817","484530023182","67 to 69 years",38
"11818","484530023182","70 to 74 years",72
"11819","484530023182","75 to 79 years",5
"11820","484530023182","80 to 84 years",6
"11821","484530023182","85 years and over",0
"11822","484530023182","Under 5 years",132
"11823","484530023191","10 to 14 years",0
"11824","484530023191","15 to 17 years",0
"11825","484530023191","18 and 19 years",132
"11826","484530023191","20 years",32
"11827","484530023191","21 years",75
"11828","484530023191","22 to 24 years",380
"11829","484530023191","25 to 29 years",280
"11830","484530023191","30 to 34 years",439
"11831","484530023191","35 to 39 years",288
"11832","484530023191","40 to 44 years",225
"11833","484530023191","45 to 49 years",149
"11834","484530023191","5 to 9 years",0
"11835","484530023191","50 to 54 years",167
"11836","484530023191","55 to 59 years",76
"11837","484530023191","60 and 61 years",17
"11838","484530023191","62 to 64 years",18
"11839","484530023191","65 and 66 years",0
"11840","484530023191","67 to 69 years",4
"11841","484530023191","70 to 74 years",0
"11842","484530023191","75 to 79 years",0
"11843","484530023191","80 to 84 years",0
"11844","484530023191","85 years and over",0
"11845","484530023191","Under 5 years",0
"11846","484530024021","10 to 14 years",22
"11847","484530024021","15 to 17 years",0
"11848","484530024021","18 and 19 years",38
"11849","484530024021","20 years",0
"11850","484530024021","21 years",0
"11851","484530024021","22 to 24 years",162
"11852","484530024021","25 to 29 years",123
"11853","484530024021","30 to 34 years",0
"11854","484530024021","35 to 39 years",151
"11855","484530024021","40 to 44 years",44
"11856","484530024021","45 to 49 years",81
"11857","484530024021","5 to 9 years",35
"11858","484530024021","50 to 54 years",97
"11859","484530024021","55 to 59 years",75
"11860","484530024021","60 and 61 years",0
"11861","484530024021","62 to 64 years",30
"11862","484530024021","65 and 66 years",32
"11863","484530024021","67 to 69 years",23
"11864","484530024021","70 to 74 years",36
"11865","484530024021","75 to 79 years",35
"11866","484530024021","80 to 84 years",12
"11867","484530024021","85 years and over",0
"11868","484530024021","Under 5 years",110
"11869","484530024022","10 to 14 years",76
"11870","484530024022","15 to 17 years",33
"11871","484530024022","18 and 19 years",0
"11872","484530024022","20 years",50
"11873","484530024022","21 years",30
"11874","484530024022","22 to 24 years",47
"11875","484530024022","25 to 29 years",185
"11876","484530024022","30 to 34 years",528
"11877","484530024022","35 to 39 years",228
"11878","484530024022","40 to 44 years",382
"11879","484530024022","45 to 49 years",262
"11880","484530024022","5 to 9 years",53
"11881","484530024022","50 to 54 years",135
"11882","484530024022","55 to 59 years",121
"11883","484530024022","60 and 61 years",81
"11884","484530024022","62 to 64 years",22
"11885","484530024022","65 and 66 years",8
"11886","484530024022","67 to 69 years",0
"11887","484530024022","70 to 74 years",116
"11888","484530024022","75 to 79 years",95
"11889","484530024022","80 to 84 years",0
"11890","484530024022","85 years and over",73
"11891","484530024022","Under 5 years",128
"11892","484530024023","10 to 14 years",0
"11893","484530024023","15 to 17 years",0
"11894","484530024023","18 and 19 years",0
"11895","484530024023","20 years",0
"11896","484530024023","21 years",0
"11897","484530024023","22 to 24 years",35
"11898","484530024023","25 to 29 years",314
"11899","484530024023","30 to 34 years",240
"11900","484530024023","35 to 39 years",105
"11901","484530024023","40 to 44 years",72
"11902","484530024023","45 to 49 years",44
"11903","484530024023","5 to 9 years",91
"11904","484530024023","50 to 54 years",0
"11905","484530024023","55 to 59 years",58
"11906","484530024023","60 and 61 years",1
"11907","484530024023","62 to 64 years",11
"11908","484530024023","65 and 66 years",0
"11909","484530024023","67 to 69 years",25
"11910","484530024023","70 to 74 years",0
"11911","484530024023","75 to 79 years",14
"11912","484530024023","80 to 84 years",1
"11913","484530024023","85 years and over",11
"11914","484530024023","Under 5 years",166
"11915","484530024024","10 to 14 years",0
"11916","484530024024","15 to 17 years",0
"11917","484530024024","18 and 19 years",8
"11918","484530024024","20 years",21
"11919","484530024024","21 years",260
"11920","484530024024","22 to 24 years",433
"11921","484530024024","25 to 29 years",1207
"11922","484530024024","30 to 34 years",253
"11923","484530024024","35 to 39 years",153
"11924","484530024024","40 to 44 years",262
"11925","484530024024","45 to 49 years",135
"11926","484530024024","5 to 9 years",241
"11927","484530024024","50 to 54 years",136
"11928","484530024024","55 to 59 years",190
"11929","484530024024","60 and 61 years",52
"11930","484530024024","62 to 64 years",30
"11931","484530024024","65 and 66 years",14
"11932","484530024024","67 to 69 years",56
"11933","484530024024","70 to 74 years",140
"11934","484530024024","75 to 79 years",0
"11935","484530024024","80 to 84 years",0
"11936","484530024024","85 years and over",15
"11937","484530024024","Under 5 years",167
"11938","484530024031","10 to 14 years",21
"11939","484530024031","15 to 17 years",34
"11940","484530024031","18 and 19 years",32
"11941","484530024031","20 years",0
"11942","484530024031","21 years",0
"11943","484530024031","22 to 24 years",72
"11944","484530024031","25 to 29 years",74
"11945","484530024031","30 to 34 years",172
"11946","484530024031","35 to 39 years",137
"11947","484530024031","40 to 44 years",34
"11948","484530024031","45 to 49 years",108
"11949","484530024031","5 to 9 years",53
"11950","484530024031","50 to 54 years",104
"11951","484530024031","55 to 59 years",9
"11952","484530024031","60 and 61 years",7
"11953","484530024031","62 to 64 years",27
"11954","484530024031","65 and 66 years",49
"11955","484530024031","67 to 69 years",6
"11956","484530024031","70 to 74 years",89
"11957","484530024031","75 to 79 years",22
"11958","484530024031","80 to 84 years",22
"11959","484530024031","85 years and over",0
"11960","484530024031","Under 5 years",24
"11961","484530024032","10 to 14 years",113
"11962","484530024032","15 to 17 years",0
"11963","484530024032","18 and 19 years",0
"11964","484530024032","20 years",0
"11965","484530024032","21 years",0
"11966","484530024032","22 to 24 years",29
"11967","484530024032","25 to 29 years",261
"11968","484530024032","30 to 34 years",95
"11969","484530024032","35 to 39 years",205
"11970","484530024032","40 to 44 years",120
"11971","484530024032","45 to 49 years",170
"11972","484530024032","5 to 9 years",98
"11973","484530024032","50 to 54 years",125
"11974","484530024032","55 to 59 years",40
"11975","484530024032","60 and 61 years",40
"11976","484530024032","62 to 64 years",6
"11977","484530024032","65 and 66 years",17
"11978","484530024032","67 to 69 years",6
"11979","484530024032","70 to 74 years",27
"11980","484530024032","75 to 79 years",14
"11981","484530024032","80 to 84 years",22
"11982","484530024032","85 years and over",17
"11983","484530024032","Under 5 years",102
"11984","484530024071","10 to 14 years",220
"11985","484530024071","15 to 17 years",167
"11986","484530024071","18 and 19 years",43
"11987","484530024071","20 years",42
"11988","484530024071","21 years",34
"11989","484530024071","22 to 24 years",271
"11990","484530024071","25 to 29 years",613
"11991","484530024071","30 to 34 years",474
"11992","484530024071","35 to 39 years",580
"11993","484530024071","40 to 44 years",359
"11994","484530024071","45 to 49 years",349
"11995","484530024071","5 to 9 years",339
"11996","484530024071","50 to 54 years",238
"11997","484530024071","55 to 59 years",326
"11998","484530024071","60 and 61 years",226
"11999","484530024071","62 to 64 years",112
"12000","484530024071","65 and 66 years",206
"12001","484530024071","67 to 69 years",154
"12002","484530024071","70 to 74 years",170
"12003","484530024071","75 to 79 years",128
"12004","484530024071","80 to 84 years",67
"12005","484530024071","85 years and over",35
"12006","484530024071","Under 5 years",321
"12007","484530024072","10 to 14 years",10
"12008","484530024072","15 to 17 years",11
"12009","484530024072","18 and 19 years",0
"12010","484530024072","20 years",0
"12011","484530024072","21 years",0
"12012","484530024072","22 to 24 years",0
"12013","484530024072","25 to 29 years",0
