,vertex,kappa,date
58,78617,0.346238797955023,2018-02-28
60,78617,0.3488110503130747,2018-03-01
61,78617,0.4217841305856425,2018-03-02
62,78617,0.3903383025467459,2018-03-03
63,78617,0.3664523178788639,2018-03-04
64,78617,0.3493264374020144,2018-03-05
65,78617,0.3996915182654942,2018-03-06
66,78617,0.4213890899720456,2018-03-07
67,78617,0.4013639130020605,2018-03-08
68,78617,0.3833747896671723,2018-03-09
69,78617,0.362819717658613,2018-03-10
70,78617,0.3937427261795984,2018-03-11
71,78617,0.5235534057722872,2018-03-12
72,78617,0.3391465048642618,2018-03-13
73,78617,0.3181232287084528,2018-03-14
74,78617,0.3440105339341855,2018-03-15
75,78617,0.2483134239028481,2018-03-16
76,78617,0.2551474636412275,2018-03-17
77,78617,0.2257780180010866,2018-03-18
78,78617,0.2029278756860679,2018-03-19
79,78617,0.1670250983338387,2018-03-20
80,78617,0.1207112700306383,2018-03-21
81,78617,0.1449269143233628,2018-03-22
82,78617,0.1923312378277714,2018-03-23
83,78617,0.1910996933231067,2018-03-24
84,78617,0.1762687909401694,2018-03-25
85,78617,0.1535087689938575,2018-03-26
86,78617,0.1632951150083397,2018-03-27
87,78617,0.1824628417014578,2018-03-28
88,78617,0.1833215899607472,2018-03-29
89,78617,0.1676172959225891,2018-03-30
90,78617,0.167110082505163,2018-03-31
91,78617,0.1556257646847465,2018-04-01
92,78617,0.1499169962470925,2018-04-02
93,78617,0.1532027291649861,2018-04-03
94,78617,0.1648169763205706,2018-04-04
95,78617,0.1511676754463682,2018-04-05
96,78617,0.1684305561861829,2018-04-06
97,78617,0.1760922424130218,2018-04-07
98,78617,0.169086043947902,2018-04-08
99,78617,0.170301507231907,2018-04-09
100,78617,0.1658253511411668,2018-04-10
101,78617,0.1838214477675941,2018-04-11
102,78617,0.15970198828224,2018-04-12
103,78617,0.1957036199219187,2018-04-13
104,78617,0.1950416759838394,2018-04-14
105,78617,0.1403136370272314,2018-04-15
106,78617,0.1938366131645484,2018-04-16
107,78617,0.1276619368879821,2018-04-17
108,78617,0.1142029815317186,2018-04-18
109,78617,0.0983174073789892,2018-04-19
110,78617,0.179565483687345,2018-04-20
111,78617,0.1482294958767705,2018-04-21
112,78617,0.1328810482211363,2018-04-22
113,78617,0.1887833931326475,2018-04-23
114,78617,0.1844375833465172,2018-04-24
115,78617,0.135458035490659,2018-04-25
116,78617,0.1182181224787361,2018-04-26
117,78617,0.190810759341148,2018-04-27
118,78617,0.1930135213526208,2018-04-28
119,78617,0.1711628638300893,2018-04-29
120,78617,0.197164561264513,2018-04-30
121,78617,0.2008696595763771,2018-05-01
122,78617,0.0974815337123796,2018-05-02
123,78617,0.1789560322821044,2018-05-03
124,78617,0.1850035646644012,2018-05-04
125,78617,0.1759211514366006,2018-05-05
126,78617,0.1918009696748647,2018-05-06
127,78617,0.2060202820795817,2018-05-07
128,78617,0.1733683208846742,2018-05-08
129,78617,0.2296020617683264,2018-05-09
130,78617,0.2678287378768211,2018-05-10
131,78617,0.2237017705208765,2018-05-11
132,78617,0.2059372802095186,2018-05-12
133,78617,0.1430867854692503,2018-05-13
134,78617,0.2241372156463805,2018-05-14
135,78617,0.1571686458906709,2018-05-15
136,78617,0.2148110978162908,2018-05-16
137,78617,0.2143607463923343,2018-05-17
138,78617,0.2024331950544342,2018-05-18
139,78617,0.1325399810537492,2018-05-19
140,78617,0.2070940996387427,2018-05-20
141,78617,0.2113792920290827,2018-05-21
142,78617,0.2159347838410676,2018-05-22
143,78617,0.2541597114834141,2018-05-23
144,78617,0.1585584179928914,2018-05-24
145,78617,0.2945317282171484,2018-05-25
146,78617,0.2202887822834695,2018-05-26
147,78617,0.2315659911703647,2018-05-27
148,78617,0.2301940232635023,2018-05-28
149,78617,0.2384539430726049,2018-05-29
150,78617,0.3211407084607243,2018-05-30
151,78617,0.2755641800713751,2018-05-31
152,78617,0.2233687363905502,2018-06-01
153,78645,0.3507375129509689,2018-01-01
154,78645,0.376766091706018,2018-01-02
155,78645,0.3587934913738321,2018-01-03
156,78645,0.3463998422135001,2018-01-04
157,78645,0.3463858941361841,2018-01-05
158,78645,0.3539723007558398,2018-01-06
159,78645,0.3706415701929509,2018-01-07
160,78645,0.3644429776505756,2018-01-08
161,78645,0.3702741244441745,2018-01-09
162,78645,0.3505150090184495,2018-01-10
163,78645,0.3516562358171203,2018-01-11
164,78645,0.3452621598826315,2018-01-12
165,78645,0.4280231574285464,2018-01-20
166,78645,0.3845048634176232,2018-01-21
167,78645,0.3699442237799991,2018-01-22
168,78645,0.3843266800680718,2018-01-23
169,78645,0.3864276786289962,2018-01-24
170,78645,0.3616861376137389,2018-01-25
171,78645,0.3764762804925289,2018-01-26
172,78645,0.3498354013348574,2018-01-27
173,78645,0.3291570117064937,2018-01-29
174,78645,0.3330746717185168,2018-01-30
175,78645,0.3458246801292949,2018-01-31
176,78645,0.3327290944657993,2018-02-01
177,78645,0.3339965845105946,2018-02-02
178,78645,0.3098515533345926,2018-02-03
179,78645,0.3049122577838261,2018-02-04
180,78645,0.2873275496000461,2018-02-05
181,78645,0.3000487388664453,2018-02-06
182,78645,0.2973228000974385,2018-02-07
183,78645,0.3056909953754059,2018-02-08
184,78645,0.3071329083450531,2018-02-09
185,78645,0.320942632569892,2018-02-11
186,78645,0.3180392285543433,2018-02-12
187,78645,0.3536124137843499,2018-02-13
188,78645,0.3485676488973172,2018-02-14
189,78645,0.325481045392907,2018-02-15
190,78645,0.3324453813215382,2018-02-16
191,78645,0.3174732395075593,2018-02-18
192,78645,0.327231703193782,2018-02-19
193,78645,0.3312016254526928,2018-02-20
194,78645,0.3180339917795688,2018-02-21
195,78645,0.3114978001535688,2018-02-22
196,78645,0.3109824817438689,2018-02-24
197,78645,0.2849723939471111,2018-02-25
198,78645,0.3107348668066744,2018-02-26
199,78645,0.3099726334169617,2018-02-27
200,78645,0.3039747632548829,2018-02-28
202,78645,0.3060364931755429,2018-03-01
203,78645,0.3003154655275815,2018-03-02
204,78645,0.2989801463588207,2018-03-03
205,78645,0.2800649969225633,2018-03-04
206,78645,0.2900516003573072,2018-03-05
207,78645,0.2937252512057082,2018-03-06
208,78645,0.3026427479501226,2018-03-07
209,78645,0.300036582433603,2018-03-08
210,78645,0.3124389974402425,2018-03-09
211,78645,0.3007338955282794,2018-03-10
212,78645,0.323599240922212,2018-03-11
213,78645,0.3182377169965507,2018-03-13
214,78645,0.2933173359962981,2018-03-14
215,78645,0.2800045022621298,2018-03-15
216,78645,0.262005792063033,2018-03-16
217,78645,0.247950228610994,2018-03-17
218,78645,0.2352202763166278,2018-03-18
219,78645,0.23114173477114,2018-03-19
220,78645,0.1925440221289563,2018-03-20
221,78645,0.1634947881567171,2018-03-21
222,78645,0.1864008572434146,2018-03-22
223,78645,0.1466678529724583,2018-03-23
224,78645,0.1541238310349998,2018-03-24
225,78645,0.1480144890816501,2018-03-25
226,78645,0.1337538277648393,2018-03-26
227,78645,0.1229006324152867,2018-03-27
228,78645,0.1303524381184725,2018-03-28
229,78645,0.1937163743049215,2018-03-29
230,78645,0.1307890010011408,2018-03-30
231,78645,0.14038587890836,2018-04-01
232,78645,0.1277334833132798,2018-04-02
233,78645,0.1665226772119208,2018-04-06
234,78645,0.1678384597874131,2018-04-08
235,78645,0.1613172166126426,2018-04-09
236,78645,0.1684470076412006,2018-04-10
237,78645,0.1537026727946571,2018-04-11
238,78645,0.1062801969240374,2018-04-12
239,78645,0.1655095977762181,2018-04-13
240,78645,0.1618164016757788,2018-04-14
241,78645,0.1620022880505944,2018-04-15
242,78645,0.1620756642394948,2018-04-16
243,78645,0.154242089259239,2018-04-17
244,78645,0.1519579477200511,2018-04-18
245,78645,0.1510431261197923,2018-04-19
246,78645,0.1630383286329432,2018-04-20
247,78645,0.1679312979100998,2018-04-21
248,78645,0.1587625253112587,2018-04-22
249,78645,0.1660461765602498,2018-04-23
250,78645,0.1610947421285468,2018-04-24
251,78645,0.1561882514726253,2018-04-25
252,78645,0.159036824140579,2018-04-26
253,78645,0.174483626229315,2018-04-27
254,78645,0.1782074172460948,2018-04-28
255,78645,0.1701459168716869,2018-04-29
256,78645,0.1710791259618203,2018-04-30
257,78645,0.1745276433506859,2018-05-01
258,78645,0.1641346857307208,2018-05-02
259,78645,0.1657675230749959,2018-05-03
260,78645,0.1830575314901175,2018-05-04
261,78645,0.1861986051063714,2018-05-05
262,78645,0.1836177390713985,2018-05-06
263,78645,0.1906637512125298,2018-05-07
264,78645,0.1858362028442513,2018-05-08
265,78645,0.1856333906577358,2018-05-09
266,78645,0.1795355558883157,2018-05-10
267,78645,0.2102938965564758,2018-05-11
268,78645,0.2107933537194327,2018-05-13
269,78645,0.2029606177507823,2018-05-14
270,78645,0.199328874729631,2018-05-15
271,78645,0.2015770033771059,2018-05-16
272,78645,0.1980271005026547,2018-05-17
273,78645,0.2365309024160969,2018-05-18
274,78645,0.2392679107336774,2018-05-19
275,78645,0.2373106128736211,2018-05-20
276,78645,0.2356440944657765,2018-05-21
277,78645,0.2397758889007251,2018-05-22
278,78645,0.2370658492447513,2018-05-23
279,78645,0.2411110226989374,2018-05-24
280,78645,0.2289704025475012,2018-05-25
281,78645,0.2416865949003865,2018-05-26
282,78645,0.2365456516440742,2018-05-27
283,78645,0.2410319628624943,2018-05-28
284,78645,0.2409976269647891,2018-05-29
285,78645,0.2420065625919732,2018-05-30
286,78645,0.2433249961359274,2018-05-31
287,78652,0.3995232566847617,2018-01-01
288,78652,0.4246400494320562,2018-01-02
289,78652,0.4287812563464444,2018-01-03
290,78652,0.4170837568440065,2018-01-04
291,78652,0.4091100153925767,2018-01-05
292,78652,0.3984308620820782,2018-01-06
293,78652,0.3915016330318568,2018-01-07
294,78652,0.3940260951579472,2018-01-08
295,78652,0.409907774494299,2018-01-09
296,78652,0.4009498328198238,2018-01-10
297,78652,0.3927056052808296,2018-01-11
298,78652,0.3952190444441719,2018-01-12
299,78652,0.3128812510193359,2018-01-13
300,78652,0.4874284937559529,2018-01-14
301,78652,0.3889263051766639,2018-01-15
302,78652,0.3756452592715563,2018-01-16
303,78652,0.3715607480399543,2018-01-17
304,78652,0.3804225269351295,2018-01-18
305,78652,0.3918965753215132,2018-01-19
306,78652,0.431287383295132,2018-01-20
307,78652,0.3871283386433885,2018-01-21
308,78652,0.3838906548299666,2018-01-22
309,78652,0.3918346811131669,2018-01-23
310,78652,0.3885685488019224,2018-01-24
311,78652,0.3709262832506969,2018-01-25
312,78652,0.3903560745331144,2018-01-26
313,78652,0.3709284990709231,2018-01-27
314,78652,0.3685774180505204,2018-01-28
315,78652,0.3610425464541713,2018-01-29
316,78652,0.348802349377812,2018-01-30
317,78652,0.3883268786710643,2018-01-31
318,78652,0.3560821022774412,2018-02-01
319,78652,0.3673487096968656,2018-02-02
320,78652,0.3657395002117095,2018-02-03
321,78652,0.373537908798542,2018-02-04
322,78652,0.3617275054908239,2018-02-05
323,78652,0.3542295948714906,2018-02-06
324,78652,0.3740331089319647,2018-02-07
325,78652,0.3908221006499081,2018-02-08
326,78652,0.3765494706393962,2018-02-09
327,78652,0.3209211326330966,2018-02-10
328,78652,0.2772617231577365,2018-02-11
329,78652,0.2898193357942441,2018-02-12
330,78652,0.3312345768466512,2018-02-13
331,78652,0.328535610047256,2018-02-14
332,78652,0.305483000166437,2018-02-15
333,78652,0.3125598481587658,2018-02-16
334,78652,0.3293587286240147,2018-02-17
335,78652,0.3256066612031227,2018-02-18
336,78652,0.3331947654547452,2018-02-19
337,78652,0.3419879154441038,2018-02-20
338,78652,0.32984945471803,2018-02-21
339,78652,0.3344457681641247,2018-02-22
340,78652,0.3444556416997114,2018-02-23
341,78652,0.3735853701371049,2018-02-24
342,78652,0.3365397372602779,2018-02-25
343,78652,0.3922179545122224,2018-02-26
344,78652,0.3637535234696412,2018-02-27
345,78652,0.3480347502915466,2018-02-28
347,78652,0.3574839559699629,2018-03-01
348,78652,0.3324152177105398,2018-03-02
349,78652,0.3262272555566718,2018-03-03
350,78652,0.3243604901012553,2018-03-04
351,78652,0.3091853483887497,2018-03-05
352,78652,0.3272520494447603,2018-03-06
353,78652,0.3461785489056311,2018-03-07
354,78652,0.3243069662388268,2018-03-08
355,78652,0.3738190308985021,2018-03-09
356,78652,0.3781455128835881,2018-03-10
357,78652,0.4024428479105567,2018-03-11
358,78652,0.5366730356988935,2018-03-12
359,78652,0.4290937846339016,2018-03-13
360,78652,0.3668547372393012,2018-03-14
361,78652,0.3560200726232703,2018-03-15
362,78652,0.2854091710556585,2018-03-16
363,78652,0.3006248384063646,2018-03-17
364,78652,0.2740425404734906,2018-03-18
365,78652,0.2757406187362258,2018-03-19
366,78652,0.2429352300561046,2018-03-20
367,78652,0.218066838576361,2018-03-21
368,78652,0.2443451184102675,2018-03-22
369,78652,0.2191796612740612,2018-03-23
370,78652,0.219241003379637,2018-03-24
371,78652,0.2091906315430211,2018-03-25
372,78652,0.2078949794349891,2018-03-26
373,78652,0.1871560482334469,2018-03-27
374,78652,0.1890528832027043,2018-03-28
375,78652,0.2304167753670075,2018-03-29
376,78652,0.2052600287176186,2018-03-30
377,78652,0.2206147922207399,2018-03-31
378,78652,0.2227786271557094,2018-04-01
379,78652,0.2177945263834397,2018-04-02
380,78652,0.2148754355927883,2018-04-03
381,78652,0.2120202022211452,2018-04-04
382,78652,0.1945103449411284,2018-04-05
383,78652,0.1858327030351771,2018-04-06
384,78652,0.1915951333348535,2018-04-07
385,78652,0.1943472519348139,2018-04-08
386,78652,0.2023922641849856,2018-04-09
387,78652,0.2007588607804614,2018-04-10
388,78652,0.2020569761767545,2018-04-11
389,78652,0.1343679474182696,2018-04-12
390,78652,0.2249799232468167,2018-04-13
391,78652,0.2414121111437318,2018-04-14
392,78652,0.2426817857682276,2018-04-15
393,78652,0.2587679193397083,2018-04-16
394,78652,0.2373607825234598,2018-04-17
395,78652,0.2338558032378305,2018-04-18
396,78652,0.2098783297517933,2018-04-19
397,78652,0.2259704764727789,2018-04-20
398,78652,0.2292306063156497,2018-04-21
399,78652,0.2366379626629513,2018-04-22
400,78652,0.2480825961904844,2018-04-23
401,78652,0.2371558122932334,2018-04-24
402,78652,0.2258849361748134,2018-04-25
403,78652,0.2133154624845376,2018-04-26
404,78652,0.2407724613016457,2018-04-27
405,78652,0.2462134963926933,2018-04-28
406,78652,0.2383720188080862,2018-04-29
407,78652,0.2387031812790756,2018-04-30
408,78652,0.234006604268209,2018-05-01
409,78652,0.2313536707385792,2018-05-02
410,78652,0.2252731154066954,2018-05-03
411,78652,0.2196157324904822,2018-05-04
412,78652,0.2277676403363852,2018-05-05
413,78652,0.2327533246558368,2018-05-06
414,78652,0.2324476847396726,2018-05-07
415,78652,0.225087102782624,2018-05-08
416,78652,0.2297543961356298,2018-05-09
417,78652,0.219432809284153,2018-05-10
418,78652,0.2914041926797523,2018-05-11
419,78652,0.2693218593025994,2018-05-12
420,78652,0.3102322407571066,2018-05-13
421,78652,0.297170438708535,2018-05-14
422,78652,0.3042667376260891,2018-05-15
423,78652,0.2957555160378432,2018-05-16
424,78652,0.2897816675354814,2018-05-17
425,78652,0.2993870555349149,2018-05-18
426,78652,0.3036858103487447,2018-05-19
427,78652,0.3129251135231042,2018-05-20
428,78652,0.3150897023009185,2018-05-21
429,78652,0.3123349791490313,2018-05-22
430,78652,0.2971203839930993,2018-05-23
431,78652,0.2973331217645691,2018-05-24
432,78652,0.2176720433304375,2018-05-25
433,78652,0.2317151753937479,2018-05-26
434,78652,0.2286505023672659,2018-05-27
435,78652,0.2382759485314238,2018-05-28
436,78652,0.2380259289110045,2018-05-29
437,78652,0.2256048932723916,2018-05-30
438,78652,0.2218059382849075,2018-05-31
439,78652,0.2441101516871283,2018-06-01
440,78653,0.4662508382544021,2018-01-01
441,78653,0.5149108246626416,2018-01-02
442,78653,0.4961915775977888,2018-01-03
443,78653,0.4991416199741799,2018-01-04
444,78653,0.503368691136842,2018-01-05
445,78653,0.4170177012664262,2018-01-06
446,78653,0.4569584322347472,2018-01-07
447,78653,0.4419869562146801,2018-01-08
448,78653,0.4382946404349981,2018-01-09
449,78653,0.4276237963648249,2018-01-10
450,78653,0.4374030830302489,2018-01-11
451,78653,0.4375675668572381,2018-01-12
452,78653,0.5120012222558425,2018-01-13
453,78653,0.8718767140906841,2018-01-14
454,78653,0.5136708392664635,2018-01-15
455,78653,0.5014569227732341,2018-01-16
456,78653,0.4827698446925724,2018-01-17
457,78653,0.5111471530359609,2018-01-18
458,78653,0.5642390450199871,2018-01-19
459,78653,0.5056352059599295,2018-01-20
460,78653,0.4772280787110682,2018-01-21
461,78653,0.5240383681220544,2018-01-22
462,78653,0.5176605615656965,2018-01-23
463,78653,0.5173796994913761,2018-01-24
464,78653,0.532311839613183,2018-01-25
465,78653,0.5538167383123112,2018-01-26
466,78653,0.4730453962484734,2018-01-27
467,78653,0.4450305567031484,2018-01-28
468,78653,0.4411409193217425,2018-01-29
469,78653,0.4297217408517113,2018-01-30
470,78653,0.4649269101340816,2018-01-31
471,78653,0.4820633922262812,2018-02-01
472,78653,0.4698184759016995,2018-02-02
473,78653,0.412075393473883,2018-02-03
474,78653,0.3932695340387397,2018-02-04
475,78653,0.3943709355072786,2018-02-05
476,78653,0.3919495297359512,2018-02-06
477,78653,0.3979674610702625,2018-02-07
478,78653,0.4399596052355667,2018-02-08
479,78653,0.4479986773199985,2018-02-09
480,78653,0.434863825582452,2018-02-10
481,78653,0.4073560805944948,2018-02-11
482,78653,0.4126836280003194,2018-02-12
483,78653,0.4543328715087062,2018-02-13
484,78653,0.4449028587396547,2018-02-14
485,78653,0.4482980702196587,2018-02-15
486,78653,0.457795559030123,2018-02-16
487,78653,0.4364273753661544,2018-02-17
488,78653,0.4472895065823908,2018-02-18
489,78653,0.4347215644567029,2018-02-19
490,78653,0.4422687523434457,2018-02-20
491,78653,0.459041541566893,2018-02-21
492,78653,0.4573749324410111,2018-02-22
493,78653,0.4991747883628718,2018-02-23
494,78653,0.3915171361996897,2018-02-24
495,78653,0.3442050276214815,2018-02-25
496,78653,0.393252736725771,2018-02-26
497,78653,0.3956193802214101,2018-02-27
498,78653,0.3786110373459324,2018-02-28
500,78653,0.4178521659737151,2018-03-01
501,78653,0.4199567994335799,2018-03-02
502,78653,0.4094794841416651,2018-03-03
503,78653,0.3733131245719908,2018-03-04
504,78653,0.4022824626544249,2018-03-05
505,78653,0.3975527080966435,2018-03-06
506,78653,0.4241680989746205,2018-03-07
507,78653,0.4256318777235656,2018-03-08
508,78653,0.4456456762937652,2018-03-09
509,78653,0.4440266926742253,2018-03-10
510,78653,0.4694812600501839,2018-03-11
511,78653,0.6603154011126039,2018-03-12
512,78653,0.4435723252282071,2018-03-13
513,78653,0.3995194075357828,2018-03-14
514,78653,0.3829203187202216,2018-03-15
515,78653,0.3033567296828233,2018-03-16
516,78653,0.2968557712193225,2018-03-17
517,78653,0.2823914877928165,2018-03-18
518,78653,0.2665829999518319,2018-03-19
519,78653,0.2302986951085215,2018-03-20
520,78653,0.1971656398662505,2018-03-21
521,78653,0.2493988678489312,2018-03-22
522,78653,0.203029105197588,2018-03-23
523,78653,0.1954754084890605,2018-03-24
524,78653,0.1796230364519633,2018-03-25
525,78653,0.1734372499021547,2018-03-26
526,78653,0.1859570394294917,2018-03-27
527,78653,0.1924325309400367,2018-03-28
528,78653,0.2327815626017893,2018-03-29
529,78653,0.1818617626113379,2018-03-30
530,78653,0.2002528800613448,2018-03-31
531,78653,0.1977975045903297,2018-04-01
532,78653,0.1807536820549799,2018-04-02
533,78653,0.1839766495014496,2018-04-03
534,78653,0.2049853449763454,2018-04-04
535,78653,0.2007143037584708,2018-04-05
536,78653,0.1921257659438615,2018-04-06
537,78653,0.1970060741802564,2018-04-07
538,78653,0.1911413163845873,2018-04-08
539,78653,0.196201119796811,2018-04-09
540,78653,0.1978468920019448,2018-04-10
541,78653,0.2014294007908196,2018-04-11
542,78653,0.1761191899587291,2018-04-12
543,78653,0.2192170978014065,2018-04-13
544,78653,0.219001799720886,2018-04-14
545,78653,0.2209210493089202,2018-04-15
546,78653,0.2141826481249042,2018-04-16
547,78653,0.2207582151755878,2018-04-17
548,78653,0.2422760406462964,2018-04-18
549,78653,0.2412137810003576,2018-04-19
550,78653,0.226703180494392,2018-04-20
551,78653,0.2325759320917478,2018-04-21
552,78653,0.2255323438614312,2018-04-22
553,78653,0.2313902218152352,2018-04-23
554,78653,0.234887521320809,2018-04-24
555,78653,0.2464550064167232,2018-04-25
556,78653,0.2579504559319174,2018-04-26
557,78653,0.2162473475419633,2018-04-27
558,78653,0.2116470872756855,2018-04-28
559,78653,0.2178090956710017,2018-04-29
560,78653,0.2214982895013358,2018-04-30
561,78653,0.225231919824356,2018-05-01
562,78653,0.2370227389031588,2018-05-02
563,78653,0.2458719390344515,2018-05-03
564,78653,0.2268840916952008,2018-05-04
565,78653,0.2268385168607804,2018-05-05
566,78653,0.231571672648686,2018-05-06
567,78653,0.2340797968867084,2018-05-07
568,78653,0.2284038996441532,2018-05-08
569,78653,0.2549201280603378,2018-05-09
570,78653,0.2564377531200791,2018-05-10
571,78653,0.2749580423092753,2018-05-11
572,78653,0.2666201786702054,2018-05-12
573,78653,0.2836011635516647,2018-05-13
574,78653,0.2762121874096588,2018-05-14
575,78653,0.2761257961815935,2018-05-15
576,78653,0.2897616036432263,2018-05-16
577,78653,0.2940326884452252,2018-05-17
578,78653,0.256176869558921,2018-05-18
579,78653,0.2549231442691722,2018-05-19
580,78653,0.2593092990662908,2018-05-20
581,78653,0.2551266448382032,2018-05-21
582,78653,0.2727933543208543,2018-05-22
583,78653,0.2858433130545763,2018-05-23
584,78653,0.2749770729022938,2018-05-24
585,78653,0.2806756674209005,2018-05-25
586,78653,0.2955590853027435,2018-05-26
587,78653,0.2944190069260451,2018-05-27
588,78653,0.2885196551549599,2018-05-28
589,78653,0.2943450989196083,2018-05-29
590,78653,0.2923494388657494,2018-05-30
591,78653,0.301142413346357,2018-05-31
592,78653,0.288141322041789,2018-06-01
593,78660,0.4405138509271332,2018-01-01
594,78660,0.4850025699829207,2018-01-02
595,78660,0.4628555111471504,2018-01-03
596,78660,0.4611136658891937,2018-01-04
597,78660,0.47671527359854,2018-01-05
598,78660,0.3927929885454474,2018-01-06
599,78660,0.3786125216939823,2018-01-07
600,78660,0.3753093131543891,2018-01-08
601,78660,0.3717939136625106,2018-01-09
602,78660,0.3641202310790047,2018-01-10
603,78660,0.3835209517924599,2018-01-11
604,78660,0.378792524947616,2018-01-12
605,78660,0.3362937238191097,2018-01-13
606,78660,0.4957772458656109,2018-01-14
607,78660,0.3667438413112875,2018-01-15
608,78660,0.3465721233529752,2018-01-16
609,78660,0.3447629605663077,2018-01-17
610,78660,0.375801858259873,2018-01-18
611,78660,0.3978575435165993,2018-01-19
612,78660,0.4061382273774517,2018-01-20
613,78660,0.3680351731289793,2018-01-21
614,78660,0.3733374890790033,2018-01-22
615,78660,0.3757085051475836,2018-01-23
616,78660,0.3947282962103338,2018-01-24
617,78660,0.3653752831235253,2018-01-25
618,78660,0.3766374419008022,2018-01-26
619,78660,0.3808109680940691,2018-01-27
620,78660,0.3600820146949109,2018-01-28
621,78660,0.3678233508937463,2018-01-29
622,78660,0.3680884994308064,2018-01-30
623,78660,0.3890456665425441,2018-01-31
624,78660,0.3847409695874807,2018-02-01
625,78660,0.383707691619163,2018-02-02
626,78660,0.3757928836991837,2018-02-03
627,78660,0.3588675195075839,2018-02-04
628,78660,0.3481039152200007,2018-02-05
629,78660,0.3555290357163089,2018-02-06
630,78660,0.3627534687268841,2018-02-07
631,78660,0.3718199077808869,2018-02-08
632,78660,0.3913818148292767,2018-02-09
633,78660,0.3735658294499424,2018-02-10
634,78660,0.3512777660195257,2018-02-11
635,78660,0.3617505736223947,2018-02-12
636,78660,0.394729169431393,2018-02-13
637,78660,0.3894125217830151,2018-02-14
638,78660,0.3672798793327568,2018-02-15
639,78660,0.3836799135733831,2018-02-16
640,78660,0.3463696266685021,2018-02-17
641,78660,0.3382790504767731,2018-02-18
642,78660,0.3512396687612026,2018-02-19
643,78660,0.350135821902117,2018-02-20
644,78660,0.3434803885561913,2018-02-21
645,78660,0.3399147713356486,2018-02-22
646,78660,0.3404792667433196,2018-02-23
647,78660,0.3575432200701929,2018-02-24
648,78660,0.3195366156613295,2018-02-25
649,78660,0.3570334492007299,2018-02-26
650,78660,0.3453349521317214,2018-02-27
651,78660,0.3551344924600684,2018-02-28
653,78660,0.3632035968922226,2018-03-01
654,78660,0.3639759660406148,2018-03-02
655,78660,0.3575408385917376,2018-03-03
656,78660,0.3375702522283076,2018-03-04
657,78660,0.3569867312678456,2018-03-05
658,78660,0.3580301542300133,2018-03-06
659,78660,0.3642655706605392,2018-03-07
660,78660,0.365443560938003,2018-03-08
661,78660,0.3612889145016184,2018-03-09
662,78660,0.3525262154024428,2018-03-10
663,78660,0.3877442150864437,2018-03-11
664,78660,0.5128558091781854,2018-03-12
665,78660,0.3630397639010508,2018-03-13
666,78660,0.3462898635084108,2018-03-14
667,78660,0.329839439250151,2018-03-15
668,78660,0.2927887387205454,2018-03-16
669,78660,0.2954521461745776,2018-03-17
670,78660,0.2716542268996446,2018-03-18
671,78660,0.2578297044659174,2018-03-19
672,78660,0.2252056108734215,2018-03-20
